CompanyName,SalesPerson,Phone,PasswordHash,PasswordSalt,ModifiedDate
Retail Sporting Equipment,adventure-works\shu0,962-555-0112,pDvvWVr112kWGzoRmRsd4CgPPnyLtAEQGoYHe7Q65PM=,zYqZHNo=,2006-09-01 00:00:00.000
Price-Cutter Discount Bikes,adventure-works\josé1,753-555-0179,pGBoWobCmo+yyzVgDnZL5z3fgTKLorCbJuofCkwniGs=,ZFXGiMU=,2005-09-01 00:00:00.000
Active Life Toys,adventure-works\josé1,907-555-0170,ZLp7yG5TYPKeQ7F+bE+OAdM4Z6HzU3EWjyk8211nuP8=,Vuzh1IE=,2006-09-01 00:00:00.000
General Riding Supplies,adventure-works\garrett1,962-555-0175,SeCchhGjoFaNiCwjURJ30XSE9lKCbSxUL9tDtRrg1FU=,hZbeVTs=,2007-02-01 00:00:00.000
Central Bicycle Specialists,adventure-works\jae0,1 (11) 500 555-0136,X1Y5qQtF/cCa0JcWV87/0KfmpSje5R9/RdWM+fyB7Go=,+iF/Sqs=,2007-09-01 00:00:00.000
Blue Bicycle Company,adventure-works\michael9,492-555-0146,kdhlX1CwoRb+G+IbaNr94q5wH+aDau5he+dsV5sbuXw=,HfBhcWQ=,2006-08-01 00:00:00.000
Vast Bike Sales and Rental,adventure-works\pamela0,554-555-0124,357SDpcamaYl8SbrrrNR4GmwYLlfdnZvJy645g6uNIw=,5hdHSeE=,2005-08-01 00:00:00.000
Wingtip Toys,adventure-works\david8,328-555-0192,UnSgG1XBHKmwMxg5VTpybLrsNrIqNTu91vgwbUeI10o=,k8iQbOY=,2007-09-01 00:00:00.000
Social Activities Club,adventure-works\jillian0,596-555-0153,Uu7MYSoXZONPT3nnOss6MamCI0JtQpdQ0lHxfbTXg2s=,MFN+Ar8=,2005-08-01 00:00:00.000
Summer Sports Place,adventure-works\jillian0,252-555-0127,DLW2IAbnBTdpl45F2NtNmotuCcasAhlznF/e4eBbffs=,r8MY8Co=,2006-09-01 00:00:00.000
Racing Toys,adventure-works\shu0,731-555-0187,GEdCYauvHekFxYpM0bYn4e0ipp8SY+vTyO9aqudo25Y=,hvfA+Y0=,2005-09-01 00:00:00.000
Retail Cycle Shop,adventure-works\linda3,777-555-0163,0drckP/Xt0FMU29UWCYFp/wxtTBNd5PxmzaxMM5VKYc=,hxyAApA=,2006-09-01 00:00:00.000
Real Sporting Goods,adventure-works\shu0,581-555-0172,zI7V47DGDDCr+5PUQzccWY8u8MazpHxzT0wB13+8m50=,Pz84Lbs=,2006-07-01 00:00:00.000
Major Cycling,adventure-works\josé1,512-555-0122,y5SdWw1VGzybXaHVXTc7TQTKtr6N54cV+htK8Ehcr+E=,H8DZOb4=,2005-08-01 00:00:00.000
General Supplies,adventure-works\josé1,765-555-0141,AI+KoUdA4XQcOZdVLM5fW573x+opUHDHSXxhPuylCL4=,s0Fgpmc=,2006-08-01 00:00:00.000
General Bike Corporation,adventure-works\garrett1,994-555-0194,bdpqUxwvIpfkW2ApgaplNkwQ17fOA3rjtmM6B9f2qYE=,MO+/tX0=,2005-07-01 00:00:00.000
Downhill Bicycle Specialists,adventure-works\jae0,1 (11) 500 555-0199,vQKhd203Tno3eBvyJW+nSrZ8E387QlZFJA7DcRyrcoI=,n/cr6qs=,2006-08-01 00:00:00.000
Bike Experts,adventure-works\pamela0,924-555-0195,miUYjqbbeA6G0zx3zN+MFegYwr7MIqFBLBIHbcxnRhA=,H30Eu1I=,2006-08-01 00:00:00.000
Bicycle Accessories and Kits,adventure-works\david8,959-555-0151,3cd7qJyW8ZTgRdwOO9nLYDZg2EM6lehJe/nqKlKKcPY=,i2U3DxA=,2009-05-16 16:33:33.107
Cash & Carry Bikes,adventure-works\jillian0,191-555-0198,s7Q4rdzaHWhqJHdZ05GB5VHh1eeVXQopPtyTvqSdehM=,GQqIg64=,2006-09-01 00:00:00.000
Extraordinary Bike Works,adventure-works\jillian0,306-555-0112,AURzT7TRCKKvm0AKkEPIhSIpt/3cDoZ1UtFixmM/7MU=,t31Ri34=,2006-09-01 00:00:00.000
Area Bike Accessories,adventure-works\shu0,991-555-0183,bmEI+phqLCE2jKmotM8SBAICQD2IvZEmy8X0LmUpMaw=,jA7oD80=,2009-05-16 16:33:33.090
Basic Sports Equipment,adventure-works\linda3,768-555-0125,M2NMXJ5k9IJ7AKmryPzUhZqIMVsjJHs5P2voDCVEbsc=,sQuHPto=,2005-08-01 00:00:00.000
Valley Bicycle Distributors,adventure-works\shu0,323-555-0113,zeK7weuXbh2aNM2MR5WVlOvwCXgMuHuiecTgufohN+Y=,ic4F61g=,2006-11-01 00:00:00.000
Top Sports Supply,adventure-works\josé1,613-555-0116,1EcI7xrTOArxMpieU6+v/pzf9gN7zS00aKQWROpwyyA=,eFbn7kk=,2006-07-01 00:00:00.000
Valley Toy Store,adventure-works\josé1,727-555-0115,dNz/EQlgVlbj0uOpI0Y8Rh+/GFUH1HvBLJJ4pqdSDTE=,yvdbcxM=,2006-09-01 00:00:00.000
Quick Delivery Service,adventure-works\garrett1,272-555-0123,xU8UixWEoFZ9PDzLfFA3AiuIaKPV9Z2ALf/Kbpu51Zo=,E7joL4U=,2005-09-01 00:00:00.000
Metropolitan Bicycle Supply,adventure-works\jae0,1 (11) 500 555-0177,rKKXHEQ/Zb5Z596gCAMQepmJHLIzJy+BpJaz5GSv31c=,sEZH3m0=,2006-09-01 00:00:00.000
Historic Bicycle Sales,adventure-works\michael9,264-555-0143,qiRmTStKEBxzfmlGc6Ig0CWYVsQnN0PQGgmTEAyux7g=,Zg4TO0Q=,2005-07-01 00:00:00.000
Honest Repair Service,adventure-works\pamela0,688-555-0115,5tnpQqGsl1FEtOjw1+pBDGRv4Cwho0BiuspfaZVuVOE=,BhyhRuI=,2007-07-01 00:00:00.000
Great Bikes ,adventure-works\david8,571-555-0128,Li26cq1s3a+0YJcgjemlepj98r5eUwJlyHGmDJnSCWI=,NVfuzjo=,2005-07-01 00:00:00.000
Global Sporting Goods,adventure-works\jillian0,176-555-0136,uj7ugYIlt8/EjcQMI8uLQKlKQQ/rSZ167vO7ihbVYo8=,toJKEB0=,2005-07-01 00:00:00.000
Designer Department Stores,adventure-works\jillian0,132-555-0149,Gj5nPqWCRNrWH1xI56lwl7UvDAGPHZp3Z5QwCiKaDTc=,IrlfUfg=,2005-07-01 00:00:00.000
Fun Toys and Bikes,adventure-works\shu0,678-555-0175,d35zXrfhsEHK6QrH/B7ipKUuuilEpY8u8rIunip5YWI=,r/UyVHY=,2007-09-01 00:00:00.000
World Bike Discount Store,adventure-works\linda3,992-555-0111,lbduPisVeIU+cP9cYQejSE4m0OPZJifKl9/E7GrrAyo=,BJUetfg=,2005-07-01 00:00:00.000
Wheel Gallery,adventure-works\shu0,926-555-0136,CCZ7frrqKu31sPRuEGit5egtq9PHIW51qLxRTi/TAcY=,D5ohtJ8=,2005-07-01 00:00:00.000
Retail Mall,adventure-works\josé1,726-555-0155,7zHYCWMhkitUJXggqG0dMfCqyK0FBDp/XwCeyPYWZ1A=,DBuWFZ4=,2005-07-01 00:00:00.000
Rural Bicycle Supply,adventure-works\josé1,833-555-0167,/RLlmUbwfhuCElQyoZ6r3d8DDXVYF3kfkJma4R7pL8g=,3KzW2g8=,2005-07-01 00:00:00.000
Seats and Saddles Company,adventure-works\garrett1,162-555-0174,sGgVDtQybwwnAik3qbQBE+iRRjlk0ahJmqvKjTGFq5I=,aOFmjMY=,2006-11-01 00:00:00.000
Metro Metals Co.,adventure-works\jae0,1 (11) 500 555-0118,1tbKzsdwFfEX1T/OP+I5Eu7EVKuWn2FviChJGtlaeQI=,x8xILbE=,2007-08-01 00:00:00.000
Futuristic Sport Distributors,adventure-works\shu0,149-555-0196,mcO7vvh7FSdCS9FFgyEhwIHXKbrBkeYmcgksFie8Jzk=,S640434=,2006-07-01 00:00:00.000
Finer Sales and Service,adventure-works\josé1,605-555-0111,bNPaVIrQ0uCjPy8EyuamUJBSc3o5l+dvYZ4PSl1zJJ0=,gTOrXjM=,2005-12-01 00:00:00.000
Fun Times Club,adventure-works\shu0,847-555-0184,4G603WBKyHh8eHVBhhE9Fx0bYyHxSASUpUyJ5v5AG88=,br8PN50=,2005-08-01 00:00:00.000
Alpine Ski House,adventure-works\linda3,519-555-0112,xYJSzxUQxGXkjj+EUMGu3jCaA5aPco7WAdw+VZtUbUM=,v1Ew2R4=,2005-11-01 00:00:00.000
Big-Time Bike Store,adventure-works\shu0,669-555-0149,JFHzZpLu5HeGe//DMA9vbqFc0yeYRjrW7ItGAnDHMhk=,dUASILc=,2006-08-01 00:00:00.000
The Showroom,adventure-works\josé1,898-555-0137,kz7kmFKpPYor30M8eaO3PAziuYa/bYqwcKomnP2NlxU=,s9kzXNA=,2005-11-01 00:00:00.000
Tenth Bike Store,adventure-works\josé1,744-555-0123,dOvfJZgKHSk3OY2F/ZDzG76q7Vqtd3ogvi6tEW81U9E=,30pSFOQ=,2005-08-01 00:00:00.000
Recommended Bicycles,adventure-works\garrett1,399-555-0114,pBvyGgTluk2JUwL/bK3NlXBRBgSUVk5HgHHhc2gU89k=,xdzdXEw=,2005-11-01 00:00:00.000
Prosperous Tours,adventure-works\jae0,1 (11) 500 555-0179,7cimopKXrRxK/+QAEW4WJ+XGTEEJvTsX0l1QxCAWQI0=,C4OiUF4=,2006-07-01 00:00:00.000
Nonskid Tire Company,adventure-works\pamela0,525-555-0174,HKBXG8BXKW53RK2DsPsqNDV7PdDSavcncjD1t/rdW18=,dS1y3X0=,2005-11-01 00:00:00.000
Finer Parts Shop,adventure-works\david8,129-555-0185,kV0cL2OLqsK4OFtnZiL106gAKEZOBwGuAVYOYakH0kM=,GAfxRv4=,2005-12-01 00:00:00.000
Friendly Neighborhood Bikes,adventure-works\jillian0,963-555-0146,SDOw6y7IRVh0ifbtO1Ue2Fb8cig2n0DkW+K3kmjQ/Xc=,K0sYx+Y=,2007-06-01 00:00:00.000
Valley Bicycle Specialists,adventure-works\jillian0,158-555-0142,jCFDuqUMHmknfadTRSkMvN0IDObtE/GslvN9q2Wa5xU=,117fxZM=,2009-05-16 16:33:33.123
Finish and Sealant Products,adventure-works\shu0,362-555-0177,v9tjo4izinAmIevwhur1w9F/Wj0yCIj1eXG0q2dFc1s=,7uZHIds=,2005-09-01 00:00:00.000
Field Trip Store,adventure-works\linda3,608-555-0162,MA3e45BYPTDfQV7Kwg+fh94UR4S5kCbr0wdRqncaG0o=,0sZGs8c=,2006-08-01 00:00:00.000
Curbside Sporting Goods,adventure-works\shu0,535-555-0189,BLtI4kYqIf4QqFUkSc0vKV4J1A400sEqhAfWhRMVFTQ=,ISstDas=,2006-08-01 00:00:00.000
Remote Bicycle Specialists,adventure-works\josé1,723-555-0124,GMyxAFJL1Mwg+3iSBTMKDohFkSy5NKqGrVo0rL23S4I=,Ap+5ADc=,2006-09-01 00:00:00.000
Vinyl and Plastic Goods Corporation,adventure-works\josé1,554-555-0110,jt9vdIyi0zI03wECUFk1hdZLTVOqN09/Fdogi+cTeQU=,uFYBREA=,2005-09-01 00:00:00.000
Consolidated Messenger,adventure-works\garrett1,244-555-0115,tgMDK3qjc6HiiWHXztTrPQw/eEJWy2T9OWRLlcrhhbM=,W9zzlRs=,2007-08-01 00:00:00.000
Variety Cycling,adventure-works\jae0,1 (11) 500 555-0195,jI4Q0GjuXuPicv1G1Kd3ZluvRH4IsSCG13q/+rCAqW8=,qcerumU=,2007-08-01 00:00:00.000
Some Discount Store,adventure-works\pamela0,158-555-0123,mGggzeGp9z6TPCUrzGWt1N9gNU1CoQ+Cuu8cxh8uig4=,NNRxDmg=,2005-08-01 00:00:00.000
Major Sport Suppliers,adventure-works\david8,331-555-0162,UxlXfO/0JyTpelLFzbqFj9Ie1Rv1OJKPd6Cnm1itSsU=,IZ5yIjI=,2007-07-01 00:00:00.000
Mountain Toy Store,adventure-works\jillian0,447-555-0110,fJ1UEyRel4bt2DuzHtDUPBU44ZALMsfyxQQviNGARf8=,7wNTdi8=,2005-12-01 00:00:00.000
Practical Bike Supply Company,adventure-works\jillian0,623-555-0144,CzoEFQ0OfYtg1bNPN/BfavRr5F/ulWLF9VIraghdmZo=,pXNy1Eg=,2005-09-01 00:00:00.000
Systematic Sales,adventure-works\shu0,555-555-0162,T/ASZdvX90M9kM1P5+sGBNxwkhLxF94/vJejQ6pjLiY=,jKAQI7c=,2007-08-01 00:00:00.000
Imported and Domestic Cycles,adventure-works\linda3,115-555-0175,bA9fPVXpV/0NMRuGiY+zju3+/lcB2r9uBk68dG22Ddk=,M5BkDDQ=,2007-05-01 00:00:00.000
Metallic Paint and Overcoat Co,adventure-works\shu0,911-555-0153,IKeN04oVNJhVCRPh+H8BodLp24YZoRNRfJ0/S8zK+ls=,s71j+uU=,2007-05-01 00:00:00.000
Economy Center,adventure-works\josé1,555-555-0162,mRsptWTaXRgSBaILQ+BYKXl50LdVbLPrHgVQDImm2mc=,e139ONA=,2005-08-01 00:00:00.000
Designated Distributors,adventure-works\josé1,699-555-0155,steY9ge/f3jz0DNlVhxkdUx1NrciPQzyUpvtGCcoYBo=,KUNCNjU=,2005-08-01 00:00:00.000
Family's Favorite Bike Shop,adventure-works\garrett1,968-555-0153,tEgc21LcZ3r2OP2nJIkrbmo2fXvbIC9npM6uzG1osbY=,IlDduMc=,2006-08-01 00:00:00.000
Area Sheet Metal Supply,adventure-works\jae0,1 (11) 500 555-0119,vMyt8M0mW0ueXgZQ1RobrccRTzB3IVXOkX5Zy5h5a/A=,Qtn1h+4=,2006-08-01 00:00:00.000
Synthetic Materials Manufacturing,adventure-works\pamela0,851-555-0127,BEq/PlDx4jHq8M8eOxUHo3LyOu4Aetq3bsbr8QlvMuI=,GVMmXow=,2006-01-01 00:00:00.000
The Bike Shop,adventure-works\david8,957-555-0125,jnz8GF/glxwiqqdUVHkoV+53Mp1HOnFR/azWzJ80Ktc=,qwoGYjU=,2005-07-01 00:00:00.000
Riders Company,adventure-works\jillian0,334-555-0137,4I8349R6c33cK+j1ef3dZt0JHOQ9MV7OvEXpCbwhQrQ=,rrgbG/U=,2009-05-16 16:33:33.077
Rural Sales and Service,adventure-works\jillian0,190-555-0186,zOvX8kRn4fdhAQJxa8bWrWKsuorYlcuOn6PsgZy7o0c=,HQlRLlk=,2006-03-01 00:00:00.000
Safe Toys,adventure-works\shu0,329-555-0183,Wc/TlRg7q92tTI8Njp2Ivs8eKIRej8TfabwOQYYybe8=,anxKyOc=,2005-09-01 00:00:00.000
Professional Sales and Service,adventure-works\linda3,747-555-0171,zh3goJUbYsPv92k4bVZuJtlLHwuvpQtu6uNcjkKSdF8=,rpyd5Tw=,2009-05-16 16:33:33.077
Professional Containers and Packaging Co.,adventure-works\shu0,741-555-0173,Ve/S2F7op7awJVe7aBPDkDTtsOiyLvShdymITr5ilEI=,ckT+1XU=,2006-08-01 00:00:00.000
One Bike Company,adventure-works\josé1,797-555-0118,No6/IlWBeOp1TBZ1wAMOUa5VwYHrf3NyowdeNz4yGNs=,VQqvrDo=,2006-09-01 00:00:00.000
Our Sporting Goods Store,adventure-works\josé1,920-555-0191,q1tCJRWRCSt1/VrADrMeQkLwbHjw1LlGOdVX8DLaYoM=,83MFiok=,2006-09-01 00:00:00.000
General Cycle Storehouse,adventure-works\garrett1,127-555-0124,cTcQEsZdQPvGLuu5iDRwrqp4fM6oBxNFi+X7anqqPzA=,bvb6hus=,2005-09-01 00:00:00.000
Cycling Goods,adventure-works\jae0,1 (11) 500 555-0115,eVnhcpqYU3NKN52mFwcXw11n5pF8qfCFpZBVTo45zsY=,XSHxez4=,2006-08-01 00:00:00.000
Cycle Clearance,adventure-works\pamela0,792-555-0194,0ZfPkEBplSrQkVpmgzrlfblSeTpJ4CJwJu7aVWOuOSM=,FDIch68=,2007-09-01 00:00:00.000
Coho Sports,adventure-works\david8,627-555-0192,UA0N5pHkC4DZZ4xHgqJohcC+5L3JnoaegTulnb1lrhA=,WGizZm8=,2006-08-01 00:00:00.000
All Seasons Sports Supply,adventure-works\jillian0,129-555-0120,7n1V5i5pzSERgIgX+CGs3KdSRIWCKMMppAbccjLLWQQ=,FebyYno=,2007-07-01 00:00:00.000
Black Bicycle Company,adventure-works\jillian0,441-555-0144,eiskTIJrt6kqa7sel16D8OBUVoPmh3ud4vMChJvsZCc=,0rK3P2k=,2007-02-01 00:00:00.000
Westside Plaza,adventure-works\shu0,362-555-0162,NghLMnHjoD3F7B0y8sTtYlpCq5imhhvrn56YUAUNEm4=,68RH5og=,2007-07-01 00:00:00.000
Strenuous Exercise Shop,adventure-works\linda3,654-555-0150,n17D3Bxk24bdzD3bEx0DUQ3Nmts/O7lqoGn57J5z1Og=,wmfLAOE=,2007-07-01 00:00:00.000
Transport Bikes,adventure-works\shu0,328-555-0123,nPkLkDdemKmfK3VexvRWH5zYyNzwcfvny8DxWGnicSw=,hLswDiQ=,2007-09-01 00:00:00.000
Sellers of Cycles,adventure-works\pamela0,517-555-0120,Sr0056wJj+khaWXi1cRpgU62bgcN9VaN6VJADuKWey4=,7uwL9LU=,2007-09-01 00:00:00.000
Outstanding Cycles,adventure-works\david8,695-555-0161,I5oNRDKehZnUlVTunv+30kLR3rM7VyVA2vJyu6CNveI=,beKST+I=,2007-08-01 00:00:00.000
Little Bicycle Supply Shop,adventure-works\jillian0,850-555-0198,hbXMO61Cy3vQxyCiHA7HyFryiQNgK7GAqMxsht+DVBI=,yvAO+sY=,2007-08-01 00:00:00.000
Maintenance and Repair for Bicycles,adventure-works\jillian0,355-555-0180,6WWUM3/rogiNsZhr2QrAacB6N22U0ZWIgDs1/K05cpI=,4QdzKJI=,2007-08-01 00:00:00.000
Golf and Cycle Store,adventure-works\shu0,280-555-0124,S9Kf7AXqY19C/4rLMHjUwO+5Yh7mMhaPsuouZxizDpg=,Hp2yS7E=,2005-09-01 00:00:00.000
Good Toys,adventure-works\linda3,969-555-0117,+gtwbVycsIIj2loVtrHNRN6IBLl20lQpRK8+JhzxyEo=,AwqZdYk=,2006-09-01 00:00:00.000
Fitness Department Stores,adventure-works\shu0,366-555-0110,Sapr4JrpchrNOsaFQvNr+C8KtCL9DgKHOdvYws7WrOM=,QvunVRs=,2007-08-01 00:00:00.000
Famous Bike Shop,adventure-works\garrett1,226-555-0110,UhGiWqQH+ZqO4P2SIEQ4J9goCINUOyHBAttZ/+kJooA=,awRBGoA=,2006-09-01 00:00:00.000
Tubeless Tire Company,adventure-works\jae0,1 (11) 500 555-0146,V+NOGsSc50L8026bnGkDjKzDoI/ND88zeG1cDP5uO7Q=,SC/mXZQ=,2007-08-01 00:00:00.000
Tires and Tubes,adventure-works\pamela0,482-555-0188,K9PXehZSeHlIA1Tb5gEOxe7YmFCX8u6Qlju4nRie0Cg=,fJ1qzBg=,2005-07-01 00:00:00.000
Running and Cycling Gear,adventure-works\david8,146-555-0176,q9I0z+PgMdt+yPOfNb1pj69QvJ3r8WuMzirXw4mW4BM=,hDyaJt4=,2007-09-01 00:00:00.000
Gift and Toy Store,adventure-works\jillian0,493-555-0185,FT/8LOHiql36eAZLyTYZ2uqevgzDFxh6W9nVGmMmrhw=,M0RBO9w=,2006-07-01 00:00:00.000
Hardware Components,adventure-works\jillian0,153-555-0195,p/kLCLWcvgvL26dkJoqHo4GqZmYGVWCYCrBwbhTLKtY=,gJeczkk=,2005-08-01 00:00:00.000
First Cycle Store,adventure-works\shu0,454-555-0160,gna2fhtLmKi5ZKr50RuPJEI5Vh/osfQgFxhjmQs0XpI=,wt1HllQ=,2005-09-01 00:00:00.000
Major Sporting Goods,adventure-works\linda3,315-555-0131,iqikbQl8bEZb+ulQMP5FNBSjXL1grUcz4NTUP9GBmAQ=,ZqTw9GM=,2007-02-01 00:00:00.000
Retail Sporting Goods,adventure-works\shu0,129-555-0185,2d7alYFBKkadQ4uQc1u70/bdOXfmqCXEr5kCDqYMEc4=,hGtKm+M=,2006-10-01 00:00:00.000
Efficient Cycling,adventure-works\josé1,809-555-0152,6UfB6OlcKQXLjWHj+yl3Ck3STFhp4YRHN/aojcUvsb0=,HGudpUM=,2007-08-01 00:00:00.000
Eastside Parts Shop,adventure-works\josé1,194-555-0149,6kDCzX44wtxfxZaC28Ek1kf7IczJ9hxLvDx9DfU8B60=,m9GHYGc=,2007-09-01 00:00:00.000
Tandem Sales and Service,adventure-works\garrett1,631-555-0155,5obs6LI7GwHZ55lps26uIsPyz7E4xBxF6pdB5KYAnn0=,/Q1sZG0=,2005-09-01 00:00:00.000
Sports Store,adventure-works\jae0,1 (11) 500 555-0110,C0yLsx6zITh7lXoIPgG1bl1t5II3nx4GYi/RaS1yB84=,WnTAc/0=,2006-12-01 00:00:00.000
Reliable Retail Center,adventure-works\garrett1,666-555-0143,4wMARaGSdJ36NMWSghaEHOvqGA6TSKb3JZJ8QlNfnok=,0JS3VLg=,2006-09-01 00:00:00.000
Extended Tours,adventure-works\jae0,1 (11) 500 555-0140,X6Rw044/W0OFsOl+AJSD6WZFTsjbaCa3sn719STdi0Y=,tRFzZLs=,2006-07-01 00:00:00.000
Friendly Bike Shop,adventure-works\michael9,537-555-0190,qE35+Yj4hYU97ToV8hswsOzcxEz23lHAGGrIx9xL2YY=,DfqJQ4g=,2005-10-01 00:00:00.000
Convenient Sales and Service,adventure-works\pamela0,684-555-0134,syI1UO2qeBH9g2tg2nu3DTejZc7OEShGw8jxOqXfATY=,FAw6ojc=,2006-09-01 00:00:00.000
Superior Hardware Distributors,adventure-works\david8,784-555-0120,BveRxEdkJ/QVGtSMNGrJu9cLHlihVb+wlFzxrHOsSkA=,DmNlCmQ=,2006-08-01 00:00:00.000
Yellow Bicycle Company,adventure-works\jillian0,470-555-0171,E1wwrSH3sVJUF8UlhuAF+A5UTcdr1LObJBI67CvopDA=,LqtoWXs=,2005-07-01 00:00:00.000
Solid Bike Parts,adventure-works\jillian0,918-555-0141,/upSM1yXqGCA1vtYL9IB/NcKFrE3cg7HvqSYGTsQprM=,uXetzTc=,2005-09-01 00:00:00.000
Small Bike Shop,adventure-works\shu0,158-555-0154,RGd9trE6ku80EeSumu50h1MGol+lmzdeCrME1UBOKCA=,256h+G0=,2005-09-01 00:00:00.000
Sports Products Store,adventure-works\linda3,245-555-0191,PubfC/rRrBqx4Duzd5die33tt0m74frlazigsOv3D7s=,IZ6tF0Y=,2006-09-01 00:00:00.000
Permanent Finish Products,adventure-works\shu0,265-555-0143,TUk6pzHyHoA6CadqZKdfwfCKtp3f4RhQ07VWCDZDKIM=,osDZuYo=,2005-08-01 00:00:00.000
Mercantile Outlet,adventure-works\josé1,680-555-0160,grGra0LtVSrZMZySvhV+ggFwVRSDpwDd39a18q68CD0=,kc4E3DA=,2006-08-01 00:00:00.000
Online Bike Warehouse,adventure-works\josé1,214-555-0145,oQESLWRzzA7xFmx/oeIwJrVckc/0dzUxgBru6ptUjqA=,Y/Ty5LA=,2006-09-01 00:00:00.000
Operational Manufacturing,adventure-works\garrett1,790-555-0197,3A2aNKKLe47G95cy27tMj6HW1ov3nLIR530SWR/vrZ4=,uJ5Exxo=,2008-06-01 00:00:00.000
Shipping Specialists,adventure-works\jae0,1 (11) 500 555-0174,eVyn3oU+PF4k5dUPOBDIl+7JqQhO17DiG/iJE8dPkgc=,MYqiM6w=,2008-02-01 00:00:00.000
Exhilarating Cycles,adventure-works\michael9,371-555-0184,dG3/Y2fWXOAgE37z4Vj0K7ejAxDbv9M902ByQTjdng4=,/PSiwRg=,2006-07-01 00:00:00.000
General Department Stores,adventure-works\garrett1,143-555-0129,9q51LeEZWFDB+L+DtlRs239EjYmK9mN+eUjUvqLToLw=,niDlQYk=,2005-08-01 00:00:00.000
Authentic Sales and Service,adventure-works\jae0,1 (11) 500 555-0178,jlXuo2MxBdUaBFU1a7LQeFlHkJUTu5koo+dBRsKSbrw=,blIz9rk=,2006-09-01 00:00:00.000
Official Parts Shop,adventure-works\pamela0,942-555-0141,EQfen7Xb4ZYQG6fC/yOA9SRKRw4HtLTBSHq1n1yOiAs=,LH8E+mM=,2006-07-01 00:00:00.000
Racing Bike Outlet,adventure-works\david8,899-555-0134,oNLvRmGCzEz1jsW8aIhOPt/9GVbikzcIYiqMuMKtrYw=,ZeNva8s=,2006-11-01 00:00:00.000
First Bike Store,adventure-works\jillian0,859-555-0140,M5s53K3R8LqDXmLZX8/YZWvhkKuUo3dkpcmAFuw6d8U=,1lkXMps=,2005-07-01 00:00:00.000
"Contoso, Ltd.",adventure-works\jillian0,747-555-0113,Ajd6a502mnEIwl6n2we4J6ee42p14MOpKGWrKSHsxxo=,YuvPgz4=,2005-07-01 00:00:00.000
Utilitarian Sporting Goods,adventure-works\shu0,169-555-0178,Jlxkjapdo78bvTdzddS8yoUxcj6pyFuXwdsCGn6KHvI=,ClRPyyM=,2007-09-01 00:00:00.000
Countryside Company,adventure-works\linda3,107-555-0117,2stwPzsfBnHlWJSw7+jrEjtXjaoxVkBMOVsluOUNpog=,zNDLlSI=,2006-10-01 00:00:00.000
Discount Tours,adventure-works\shu0,685-555-0117,UbL/DUTnTSqLeeA4RQCXS5ofw+ATOi1iWyGfuy/PO6g=,CAB+B+I=,2005-12-01 00:00:00.000
Tire Exchange,adventure-works\josé1,394-555-0168,Io27wVPQenseFjuryNClpoCLiH0HtpKdgQrqYO9W/OQ=,1sXsDEE=,2006-08-01 00:00:00.000
Vigorous Exercise Company,adventure-works\josé1,916-555-0137,EVeayvYSlWRfySd2RBGRSr93ST2Me+VDyAoD44WBrrg=,jj5f+ZA=,2005-09-01 00:00:00.000
Superb Sales and Repair,adventure-works\garrett1,393-555-0167,RxykMRRwPRGYqzudPUFD1TKUT1bvgYanY1nsGIvL0Jo=,KnmJUbs=,2005-07-01 00:00:00.000
Oils and Fluids Warehouse,adventure-works\jae0,1 (11) 500 555-0137,lePksYQQH7iiujo49o5l9u2k6fs+JCFtUHkyVL8P7WM=,JYjWVqI=,2006-08-01 00:00:00.000
Family Cycle Store,adventure-works\garrett1,763-555-0120,qqWGyjPy74GLpFoYkhe3eQutrmixkWZkZHsl5d0mZpI=,TfeFfy4=,2006-09-01 00:00:00.000
Consumer Equipment,adventure-works\jae0,1 (11) 500 555-0113,zTIlJwPJ9VjXFq2kSSD/H313VF0ZlgeS3a6z5UDvo9k=,Em3q8s4=,2007-09-01 00:00:00.000
Successful Sales Company,adventure-works\pamela0,143-555-0113,j42zXyaSRc55aauqsJrhWZdZBGkW64qaL1hO1tdgdQk=,5dgYmOY=,2006-09-01 00:00:00.000
Stock Parts and Supplies,adventure-works\david8,539-555-0121,NJJTfbDws96bPa7Giz9Mmq+M0NSYcjlcfwpjsUnYWdE=,MPxWTOU=,2007-08-01 00:00:00.000
The Accessories Store,adventure-works\jillian0,713-555-0168,lykTZ3vUjtqvW669XVLX3Gk9RrV2EBdorSOkebEHyvk=,M7xYGr4=,2006-08-01 00:00:00.000
Responsible Bike Dealers,adventure-works\jillian0,620-555-0117,yaVIQNTOMlDFxsn08drJdHoPTkydd5XKkeBgAPyVGbk=,v43cndI=,2006-09-01 00:00:00.000
Roadway Supplies,adventure-works\shu0,962-555-0144,v404bp5zCcIyJO+s50eW4MbBxBjjkDQJe5ee5fvwBKI=,pDYvCjw=,2005-11-01 00:00:00.000
Brakes and Gears,adventure-works\linda3,774-555-0133,tkI9EcizphWPzkz7kDwsd2AnKnZJi3/6+V5/fIuXPpo=,sQMfTfM=,2005-08-01 00:00:00.000
Western Bike Supplies,adventure-works\shu0,944-555-0148,Q0MU0NsjDAbnQSqMBkP9Sm4G43DKXcirOnAKlzYSYnI=,DZ8e0Xk=,2006-07-01 00:00:00.000
Future Bikes,adventure-works\josé1,674-555-0188,zM1odbx2eTJoH556dXSIqTCDa5EBj8DWUSHVo67GEGc=,Q5U1IZU=,2006-12-01 00:00:00.000
